"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","total_cursos","volumen_capacitados","total_ganacias","mes","anio","%_asistencia","prediction(%_asistencia)"
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",379.0,4.0,24.0,1.0,4.0,1000.0,7.0,2021.0,0.0,6.216401699061808E-5
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",382.0,1.0,6.0,2.0,19.0,250.0,10.0,2019.0,0.0,-1.6807203328017377E-5
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",384.0,7.0,42.0,2.0,16.0,1750.0,1.0,2020.0,0.0,1.7942736315985659E-4
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",385.0,2.0,12.0,3.0,5.0,500.0,1.0,2021.0,0.0,-1.831097369135986E-5
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",386.0,7.0,42.0,3.0,23.0,1750.0,3.0,2021.0,0.0,1.9879732566137082E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",390.0,7.0,42.0,2.0,9.0,1750.0,10.0,2019.0,0.0,2.2854141856027983E-4
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",391.0,1.0,6.0,2.0,15.0,250.0,12.0,2019.0,0.0,-1.1530930941221467E-4
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",393.0,5.0,30.0,2.0,8.0,1250.0,1.0,2021.0,0.0,2.2707147503338038E-4
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",396.0,3.0,18.0,3.0,9.0,750.0,6.0,2022.0,0.0,2.535865543036326E-5
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",397.0,8.0,48.0,3.0,14.0,2000.0,12.0,2021.0,0.0,6.043934457506967E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",404.0,2.0,12.0,1.0,2.0,500.0,12.0,2019.0,0.0,-7.164212592174462E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",406.0,1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,-7.164212592174462E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",408.0,35.0,210.0,1.0,35.0,8750.0,12.0,2019.0,0.0,2.942490975780922E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",409.0,13.0,78.0,1.0,13.0,3250.0,12.0,2019.0,0.0,8.498177463802216E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",411.0,11.0,66.0,1.0,11.0,2750.0,12.0,2019.0,0.0,9.326777775227075E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",412.0,9.0,54.0,1.0,9.0,2250.0,8.0,2019.0,0.0,2.6676417577204976E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",415.0,4.0,24.0,2.0,9.0,1000.0,10.0,2019.0,0.0,1.9964331395794406E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",420.0,27.0,162.0,1.0,27.0,6750.0,11.0,2019.0,0.0,-3.995498045033406E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",425.0,1.0,6.0,1.0,1.0,250.0,9.0,2019.0,0.0,1.9964331395794406E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",426.0,2.0,12.0,1.0,2.0,500.0,9.0,2019.0,0.0,1.9964331395794406E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",428.0,1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,-7.164212592174462E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",429.0,12.0,72.0,1.0,12.0,3000.0,12.0,2019.0,0.0,1.723105616615152E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",430.0,7.0,42.0,1.0,7.0,1750.0,12.0,2019.0,0.0,1.369349612427408E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",431.0,5.0,30.0,2.0,7.0,1250.0,9.0,2019.0,0.0,2.2854141856027983E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",432.0,2.0,12.0,1.0,2.0,500.0,11.0,2019.0,0.0,-7.164212592174462E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",433.0,7.0,42.0,1.0,7.0,1750.0,12.0,2019.0,0.0,1.369349612427408E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",435.0,58.0,348.0,1.0,58.0,14500.0,11.0,2019.0,0.0,-0.01403255057059587
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",437.0,1.0,6.0,1.0,1.0,250.0,12.0,2019.0,0.0,-7.164212592174462E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",439.0,5.0,30.0,1.0,5.0,1250.0,12.0,2019.0,0.0,1.369349612427408E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",441.0,1.0,6.0,1.0,1.0,250.0,12.0,2019.0,0.0,-7.164212592174462E-5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",445.0,7.0,42.0,1.0,7.0,1750.0,6.0,2022.0,0.0,3.0636737313711766E-4
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",451.0,5.0,30.0,2.0,40.0,1250.0,6.0,2022.0,0.0,2.1171843378438044E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",454.0,50.0,300.0,2.0,55.0,12500.0,2.0,2022.0,0.0,0.041693125725225946
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",456.0,1.0,6.0,2.0,2.0,250.0,5.0,2022.0,0.0,6.216401699061808E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",458.0,10.0,60.0,4.0,17.0,2500.0,5.0,2022.0,0.0,4.848685316982855E-6
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",461.0,4.0,24.0,1.0,4.0,1000.0,6.0,2022.0,0.0,6.216401699061808E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",462.0,12.0,72.0,2.0,33.0,3000.0,2.0,2020.0,0.0,9.686605992651033E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",463.0,21.0,126.0,2.0,33.0,5250.0,2.0,2020.0,0.0,3.8827146654325535E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",465.0,2.0,12.0,1.0,2.0,500.0,2.0,2020.0,0.0,1.4517459485841218E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",467.0,4.0,24.0,4.0,14.0,1000.0,9.0,2021.0,0.0,-2.4884680782593076E-4
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",468.0,4.0,24.0,4.0,14.0,1000.0,9.0,2021.0,0.0,-2.4884680782593076E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",470.0,4.0,24.0,1.0,4.0,1000.0,6.0,2022.0,0.0,6.216401699061808E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",477.0,1.0,6.0,2.0,2.0,250.0,8.0,2021.0,0.0,6.216401699061808E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",479.0,9.0,54.0,3.0,19.0,2250.0,3.0,2021.0,0.0,1.971642078710369E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",481.0,5.0,30.0,3.0,7.0,1250.0,3.0,2022.0,0.0,2.3393574259484868E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",488.0,1.0,6.0,2.0,3.0,250.0,12.0,2019.0,0.0,-7.164212592174462E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",489.0,2.0,12.0,2.0,3.0,500.0,12.0,2019.0,0.0,-7.164212592174462E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",490.0,5.0,30.0,1.0,5.0,1250.0,11.0,2019.0,0.0,1.369349612427408E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",491.0,19.0,114.0,1.0,19.0,4750.0,10.0,2019.0,0.0,8.150968745421318E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",497.0,11.0,66.0,2.0,12.0,2750.0,12.0,2019.0,0.0,9.326777775227075E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",498.0,6.0,36.0,1.0,6.0,1500.0,11.0,2019.0,0.0,1.369349612427408E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",499.0,1.0,6.0,1.0,1.0,250.0,3.0,2020.0,0.0,5.818708860756434E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",500.0,3.0,18.0,1.0,3.0,750.0,2.0,2022.0,0.0,1.8494387868894964E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",501.0,18.0,108.0,1.0,18.0,4500.0,10.0,2019.0,0.0,8.150968745421318E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",502.0,1.0,6.0,1.0,1.0,250.0,2.0,2022.0,0.0,1.8494387868894964E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",507.0,9.0,54.0,1.0,9.0,2250.0,12.0,2021.0,0.0,1.4091188962579455E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",509.0,4.0,24.0,3.0,10.0,1000.0,12.0,2020.0,0.0,-1.0844748748199944E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",516.0,13.0,78.0,2.0,24.0,3250.0,12.0,2019.0,0.0,6.266060623924654E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",517.0,54.0,324.0,1.0,54.0,13500.0,5.0,2021.0,0.0,0.06979952685903763
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",523.0,2.0,12.0,2.0,26.0,500.0,12.0,2020.0,0.0,-1.0678054285522248E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",525.0,8.0,48.0,1.0,8.0,2000.0,3.0,2020.0,0.0,2.6676417577204976E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",526.0,4.0,24.0,2.0,5.0,1000.0,4.0,2022.0,0.0,6.216401699061808E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",528.0,17.0,102.0,1.0,17.0,4250.0,10.0,2019.0,0.0,8.150968745421318E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",529.0,1.0,6.0,1.0,1.0,250.0,6.0,2022.0,0.0,6.216401699061808E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",532.0,2.0,12.0,1.0,2.0,500.0,10.0,2019.0,0.0,1.9964331395794406E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",534.0,1.0,6.0,5.0,19.0,250.0,2.0,2021.0,0.0,-2.473980309692257E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",537.0,4.0,24.0,1.0,4.0,1000.0,12.0,2019.0,0.0,-7.164212592174462E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",539.0,7.0,42.0,1.0,7.0,1750.0,7.0,2022.0,0.0,2.707411041551035E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",541.0,1.0,6.0,2.0,2.0,250.0,1.0,2020.0,0.0,1.4517459485841218E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",542.0,2.0,12.0,1.0,2.0,500.0,4.0,2021.0,0.0,6.216401699061808E-5
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",544.0,1.0,6.0,3.0,19.0,250.0,3.0,2021.0,0.0,-1.1412879293448523E-5
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",547.0,1.0,6.0,3.0,8.0,250.0,7.0,2022.0,0.0,2.535865543036326E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",548.0,2.0,12.0,3.0,23.0,500.0,4.0,2021.0,0.0,-9.779761503114597E-6
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",549.0,1.0,6.0,3.0,22.0,250.0,8.0,2021.0,0.0,6.415812713480131E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",550.0,9.0,54.0,3.0,22.0,2250.0,8.0,2021.0,0.0,1.9879732566137082E-4
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",552.0,1.0,6.0,1.0,1.0,250.0,3.0,2021.0,0.0,6.216401699061808E-5
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",554.0,1.0,6.0,1.0,1.0,250.0,7.0,2022.0,0.0,6.216401699061808E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",560.0,1.0,6.0,1.0,1.0,250.0,7.0,2020.0,0.0,5.818708860756434E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",563.0,7.0,42.0,3.0,20.0,1750.0,4.0,2021.0,0.0,1.9879732566137082E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",567.0,2.0,12.0,1.0,2.0,500.0,6.0,2021.0,0.0,6.216401699061808E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",568.0,2.0,12.0,2.0,4.0,500.0,9.0,2019.0,0.0,1.9964331395794406E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",569.0,2.0,12.0,2.0,4.0,500.0,9.0,2019.0,0.0,1.9964331395794406E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",572.0,23.0,138.0,1.0,23.0,5750.0,1.0,2021.0,0.0,-2.4279416986887608E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",574.0,2.0,12.0,2.0,5.0,500.0,7.0,2021.0,0.0,6.216401699061808E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",575.0,3.0,18.0,2.0,5.0,750.0,7.0,2021.0,0.0,6.216401699061808E-5
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",576.0,1.0,6.0,1.0,1.0,250.0,3.0,2021.0,0.0,6.216401699061808E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",577.0,25.0,150.0,1.0,25.0,6250.0,10.0,2019.0,0.0,-2.4132422634197664E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",579.0,8.0,48.0,2.0,9.0,2000.0,12.0,2019.0,0.0,1.369349612427408E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",582.0,8.0,48.0,3.0,13.0,2000.0,11.0,2019.0,0.0,5.6462416192015925E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",587.0,2.0,12.0,3.0,5.0,500.0,12.0,2020.0,0.0,-1.0844748748199944E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",589.0,4.0,24.0,3.0,9.0,1000.0,2.0,2022.0,0.0,-1.831097369135986E-5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",591.0,12.0,72.0,2.0,15.0,3000.0,11.0,2019.0,0.0,0.004138863230432843
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",592.0,3.0,18.0,2.0,15.0,750.0,11.0,2019.0,0.0,-1.1530930941221467E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",596.0,1.0,6.0,2.0,2.0,250.0,3.0,2021.0,0.0,6.216401699061808E-5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",597.0,6.0,36.0,1.0,6.0,1500.0,9.0,2020.0,0.0,3.023904447540639E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",598.0,1.0,6.0,2.0,11.0,250.0,6.0,2022.0,0.0,1.849683350014803E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",601.0,6.0,36.0,1.0,6.0,1500.0,11.0,2021.0,0.0,1.4091188962579455E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",602.0,13.0,78.0,1.0,13.0,3250.0,11.0,2021.0,0.0,6.220542242185269E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",603.0,10.0,60.0,2.0,13.0,2500.0,5.0,2022.0,0.0,2.2707392066463345E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",609.0,3.0,18.0,2.0,4.0,750.0,12.0,2021.0,0.0,-6.766519753869087E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",613.0,18.0,108.0,1.0,18.0,4500.0,11.0,2021.0,0.0,6.608482247638216E-4
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",614.0,2.0,12.0,1.0,2.0,500.0,9.0,2020.0,0.0,1.9964331395794406E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",615.0,4.0,24.0,1.0,4.0,1000.0,11.0,2019.0,0.0,-7.164212592174462E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",619.0,16.0,96.0,1.0,16.0,4000.0,12.0,2019.0,0.0,5.37206814736191E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",625.0,3.0,18.0,4.0,34.0,750.0,9.0,2021.0,0.0,-1.7780242511848936E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",626.0,20.0,120.0,2.0,36.0,5000.0,8.0,2019.0,0.0,-1.7115642076719322E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",630.0,1.0,6.0,1.0,1.0,250.0,2.0,2020.0,0.0,1.4517459485841218E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",632.0,4.0,24.0,1.0,4.0,1000.0,10.0,2021.0,0.0,2.3941259778848152E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",633.0,5.0,30.0,1.0,5.0,1250.0,7.0,2020.0,0.0,2.6676417577204976E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",634.0,1.0,6.0,2.0,2.0,250.0,6.0,2019.0,0.0,5.818708860756434E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",635.0,1.0,6.0,2.0,2.0,250.0,5.0,2021.0,0.0,6.216401699061808E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",638.0,39.0,234.0,1.0,39.0,9750.0,5.0,2022.0,0.0,-0.005677556640648884
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",639.0,4.0,24.0,2.0,8.0,1000.0,8.0,2022.0,0.0,6.216401699061808E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",643.0,1.0,6.0,2.0,8.0,250.0,9.0,2021.0,0.0,2.3941259778848152E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",644.0,7.0,42.0,2.0,8.0,1750.0,9.0,2021.0,0.0,2.3251834694333357E-4
