"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","total_horas","prediction(total_horas)"
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,14.0,21.0,9.0,2021.0,24.0,13.913793103448276
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,4.0,24.0,6.0,2022.0,24.0,24.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,6.0,8.0,2021.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,19.0,8.0,3.0,2021.0,54.0,34.97071129707113
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,7.0,15.0,3.0,2022.0,30.0,11.246575342465754
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,9.0,12.0,2019.0,6.0,8.877828054298643
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,3.0,9.0,12.0,2019.0,12.0,8.877828054298643
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,5.0,13.0,11.0,2019.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,19.0,22.0,10.0,2019.0,114.0,114.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,26.0,12.0,2019.0,66.0,34.56976744186046
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,29.0,11.0,2019.0,36.0,36.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,2.0,3.0,2020.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,3.0,18.0,2.0,2022.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,18.0,1.0,10.0,2019.0,108.0,108.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,10.0,2.0,2022.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,9.0,21.0,12.0,2021.0,54.0,54.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,10.0,22.0,12.0,2020.0,24.0,21.2
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,24.0,30.0,12.0,2019.0,78.0,72.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,54.0,31.0,5.0,2021.0,324.0,324.0
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",2.0,26.0,3.0,12.0,2020.0,12.0,72.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,8.0,6.0,3.0,2020.0,48.0,48.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,5.0,7.0,4.0,2022.0,24.0,15.884210526315789
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,17.0,7.0,10.0,2019.0,102.0,102.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,9.0,6.0,2022.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,10.0,10.0,2019.0,12.0,12.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",5.0,19.0,11.0,2.0,2021.0,6.0,40.5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,12.0,12.0,2019.0,24.0,24.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,7.0,13.0,7.0,2022.0,42.0,42.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,14.0,1.0,2020.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,2.0,14.0,4.0,2021.0,12.0,12.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",3.0,19.0,15.0,3.0,2021.0,6.0,34.97071129707113
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",3.0,8.0,15.0,7.0,2022.0,6.0,11.246575342465754
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,23.0,16.0,4.0,2021.0,12.0,34.97071129707113
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,22.0,16.0,8.0,2021.0,6.0,34.97071129707113
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,22.0,16.0,8.0,2021.0,54.0,34.97071129707113
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,1.0,17.0,3.0,2021.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,18.0,7.0,2022.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,20.0,7.0,2020.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,20.0,23.0,4.0,2021.0,42.0,34.97071129707113
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,2.0,25.0,6.0,2021.0,12.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,4.0,25.0,9.0,2019.0,12.0,11.886075949367088
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,4.0,25.0,9.0,2019.0,12.0,11.886075949367088
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,23.0,28.0,1.0,2021.0,138.0,138.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,5.0,28.0,7.0,2021.0,12.0,15.884210526315789
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,5.0,28.0,7.0,2021.0,18.0,15.884210526315789
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,1.0,29.0,3.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,25.0,29.0,10.0,2019.0,150.0,150.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,9.0,2.0,12.0,2019.0,48.0,23.432835820895523
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,13.0,21.0,11.0,2019.0,48.0,21.2
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,5.0,9.0,12.0,2020.0,12.0,11.246575342465754
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,9.0,23.0,2.0,2022.0,24.0,11.246575342465754
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",2.0,15.0,30.0,11.0,2019.0,72.0,51.65853658536585
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,15.0,30.0,11.0,2019.0,18.0,96.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,23.0,3.0,2021.0,6.0,6.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,6.0,3.0,9.0,2020.0,36.0,36.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,11.0,22.0,6.0,2022.0,6.0,34.56976744186046
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,19.0,11.0,2021.0,36.0,36.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,13.0,29.0,11.0,2021.0,78.0,78.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,13.0,25.0,5.0,2022.0,60.0,34.56976744186046
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,4.0,20.0,12.0,2021.0,18.0,11.886075949367088
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,18.0,8.0,11.0,2021.0,108.0,108.0
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,2.0,21.0,9.0,2020.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,8.0,11.0,2019.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,16.0,17.0,12.0,2019.0,96.0,96.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4.0,34.0,2.0,9.0,2021.0,18.0,55.09090909090909
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,36.0,29.0,8.0,2019.0,120.0,106.45454545454545
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,5.0,2.0,2020.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,4.0,21.0,10.0,2021.0,24.0,24.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,5.0,15.0,7.0,2020.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,2.0,21.0,6.0,2019.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,12.0,5.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,39.0,12.0,5.0,2022.0,234.0,234.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,3.0,8.0,2022.0,24.0,23.432835820895523
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,22.0,9.0,2021.0,6.0,23.432835820895523
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,22.0,9.0,2021.0,42.0,23.432835820895523
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,4.0,21.0,7.0,2022.0,18.0,11.886075949367088
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,2.0,8.0,2.0,2022.0,12.0,12.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,4.0,11.0,2021.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,7.0,12.0,2.0,2021.0,6.0,11.246575342465754
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,8.0,28.0,7.0,2020.0,42.0,23.432835820895523
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,3.0,3.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,2.0,2.0,2021.0,12.0,8.877828054298643
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,5.0,14.0,12.0,2020.0,30.0,30.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,4.0,4.0,5.0,2022.0,24.0,24.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,18.0,3.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,4.0,8.0,12.0,2021.0,12.0,8.024096385542169
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,4.0,8.0,12.0,2021.0,6.0,8.024096385542169
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,1.0,4.0,2021.0,6.0,8.877828054298643
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,3.0,1.0,4.0,2021.0,12.0,8.877828054298643
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,4.0,12.0,2021.0,6.0,8.877828054298643
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,10.0,5.0,7.0,2021.0,60.0,60.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,12.0,9.0,11.0,2020.0,30.0,13.913793103448276
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,21.0,28.0,6.0,2021.0,126.0,126.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,12.0,12.0,3.0,2020.0,24.0,13.913793103448276
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,20.0,11.0,2.0,2020.0,12.0,34.97071129707113
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,15.0,7.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,8.0,21.0,12.0,2019.0,48.0,48.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,26.0,24.0,9.0,2019.0,132.0,51.36
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,26.0,24.0,9.0,2019.0,24.0,72.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,35.0,29.0,1.0,2019.0,78.0,106.45454545454545
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,6.0,16.0,1.0,2019.0,30.0,15.884210526315789
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,9.0,10.0,2.0,2020.0,30.0,23.432835820895523
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,6.0,6.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,27.0,5.0,2019.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,4.0,4.0,2019.0,60.0,60.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,33.0,17.0,10.0,2018.0,198.0,198.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,31.0,7.0,2019.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,3.0,4.0,1.0,2019.0,6.0,8.877828054298643
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,17.0,1.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,11.0,3.0,6.0,2019.0,66.0,66.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,2.0,12.0,2021.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,17.0,29.0,9.0,2021.0,102.0,102.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,5.0,19.0,11.0,2019.0,6.0,15.884210526315789
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,5.0,19.0,11.0,2019.0,24.0,15.884210526315789
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,15.0,21.0,12.0,2020.0,48.0,34.97071129707113
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,28.0,5.0,2021.0,36.0,36.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,16.0,14.0,1.0,2019.0,84.0,84.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,16.0,14.0,1.0,2019.0,12.0,51.65853658536585
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,38.0,20.0,5.0,2019.0,12.0,106.45454545454545
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,8.0,9.0,2018.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,8.0,30.0,1.0,2019.0,18.0,11.246575342465754
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,22.0,6.0,11.0,2020.0,132.0,132.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,7.0,5.0,11.0,2020.0,36.0,23.432835820895523
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,11.0,22.0,3.0,2021.0,66.0,66.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,13.0,22.0,7.0,2021.0,6.0,34.56976744186046
