id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria,costo
260,curso,administración y legislación,legislación,normas internacionales de información financiera (niif) y normas internacionales de contabilidad (nic) para el sector público,presencial,32,220.02793650793637
261,curso,administración y legislación,legislación,análisis del código orgánico administrativo (coa),presencial,24,165.02095238095228
262,curso,administración y legislación,legislación,código orgánico de entidades de seguridad ciudadana y orden público (coescop),presencial,32,220.02793650793637
263,curso,finanzas comercio y ventas,marketing y ventas,técnicas efectivas en ventas,presencial,8,528.72
264,curso,finanzas comercio y ventas,marketing y ventas,ventas telefónicas,presencial,8,528.72
265,curso,finanzas comercio y ventas,crédito y cobranzas,cobranzas y negociaciones exitosas,presencial,8,528.72
266,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,presencial,40,275.03492063492047
267,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos ergonómicos,presencial,16,528.8
268,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,16,528.8
269,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y la salud en el trabajo,presencial,16,528.8
270,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,presencial,16,528.8
271,curso,administración y legislación,administración general,gestión pública,presencial,20,137.51746031746023
272,curso,administración y legislación,gestión del talento humano,dirección y liderazgo,presencial,16,110.01396825396819
273,curso,alimentación gastronomía y turismo,panadería y pastelería,pastelería,semipresencial,256,353.28
274,curso,alimentación gastronomía y turismo,cocina nacional e internacional,gastronomía,presencial,336,4861.92
275,curso,alimentación gastronomía y turismo,panadería y pastelería,pastelería,presencial,384,5556.4800000000005
276,curso,alimentación gastronomía y turismo,panadería y pastelería,panadería,presencial,256,3704.32
277,curso,alimentación gastronomía y turismo,cocina nacional e internacional,gastronomía técnica,presencial,200,2474.0
278,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,técnicas de servicio,presencial,160,2315.2000000000003
279,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,atención a clientes en establecimientos multifuncionales,presencial,190,2749.3
280,curso,alimentación gastronomía y turismo,cocina nacional e internacional,técnicas culinarias del camarón,presencial,20,210.0
281,curso,alimentación gastronomía y turismo,panadería y pastelería,panadería y pastelería técnica,presencial,240,2520.0
282,curso,administración y legislación,administración contable y de costos,aspectos generales del cajero comercial y bancario,presencial,40,1187.6000000000001
283,curso,administración y legislación,atención y servicios de oficina,técnicas de atención y servicio al cliente,presencial,40,1187.6000000000001
284,curso,administración y legislación,administración contable y de costos,tributación fiscal,presencial,40,1187.6000000000001
285,curso,comunicación y artes gráficas,fotografía,fotografía de producto,presencial,40,760.8
286,curso,tecnologías de la información y comunicación,programas de escritorio,excel intermedio,presencial,40,360.79999999999995
287,curso,administración y legislación,administración contable y de costos,tributación fiscal,online,40,44.800000000000004
288,curso,comunicación y artes gráficas,fotografía,fotografía de producto,online,40,60.0
289,curso,tecnologías de la información y comunicación,programas de escritorio,excel intermedio,online,40,266.4
290,curso,administración y legislación,legislación,marco legal y discapacidad,presencial,16,110.01396825396819
291,curso,administración y legislación,legislación,marco legal y discapacidad,virtual,16,89.92
292,curso,administración y legislación,legislación,marco legal y discapacidad,semipresencial,16,111.84
293,curso,educación y capacitación,capacitación,educación inclusiva,presencial,16,110.01396825396819
294,curso,educación y capacitación,capacitación,educación inclusiva,semipresencial,16,88.16
295,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidado de personas con discapacidad,presencial,20,528.8000000000001
296,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidado de personas con discapacidad,virtual,20,104.39999999999999
297,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidado de personas con discapacidad,semipresencial,20,168.4
298,curso,administración y legislación,administración general,emprendimiento,presencial,36,247.53142857142842
299,curso,administración y legislación,administración general,emprendimiento,virtual,36,133.56
300,curso,administración y legislación,administración general,emprendimiento,semipresencial,36,111.96
301,curso,servicios socioculturales y a la comunidad,género,violencia de género,presencial,16,528.8
302,curso,servicios socioculturales y a la comunidad,género,violencia de género,virtual,16,104.48
303,curso,servicios socioculturales y a la comunidad,género,violencia de género,semipresencial,16,168.48
304,curso,educación y capacitación,capacitación,bullying y discapacidad,presencial,10,68.75873015873012
305,curso,educación y capacitación,capacitación,bullying y discapacidad,virtual,10,5.8
306,curso,educación y capacitación,capacitación,bullying y discapacidad,semipresencial,10,5.2
307,curso,alimentación gastronomía y turismo,turismo,turismo accesible,virtual,16,104.48
308,curso,alimentación gastronomía y turismo,turismo,turismo accesible,semipresencial,16,168.48
309,curso,educación y capacitación,capacitación,educación inclusiva,virtual,16,9.28
310,curso,alimentación gastronomía y turismo,turismo,turismo accesible,presencial,16,760.96
311,curso,educación y capacitación,idiomas,nivel intermedio b1 – inglés,presencial,140,4.2
312,curso,educación y capacitación,idiomas,nivel básico a2 – inglés,presencial,140,4.2
313,curso,educación y capacitación,idiomas,nivel intermedio b2 – inglés,presencial,140,4.2
314,curso,administración y legislación,gestión del talento humano,liderazgo y gerencia para ejecutivos,presencial,12,82.51047619047614
315,curso,administración y legislación,gestión del talento humano,liderazgo y alta gerencia,presencial,40,275.03492063492047
316,curso,administración y legislación,administración general,compras públicas y módulo facilitador ushay,presencial,8,55.006984126984094
317,curso,administración y legislación,administración general,administración y fiscalización de procesos,presencial,8,55.006984126984094
318,curso,administración y legislación,administración general,planificación estratégica con indicadores de gestión,presencial,16,110.01396825396819
319,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,presencial,16,528.8
320,curso,finanzas comercio y ventas,comercio exterior y cambios,operaciones del comercio exterior con ecuapass,presencial,8,528.72
321,curso,finanzas comercio y ventas,trámites de exportación e importación,importaciones desde china,presencial,8,528.72
322,curso,finanzas comercio y ventas,marketing y ventas,especialización en ventas con forecast,presencial,12,528.72
323,curso,finanzas comercio y ventas,marketing y ventas,formación de lideres en ventas,presencial,12,528.72
324,curso,transporte y logística,manejo integral de bodegas y almacenes,manejo de bodegas y control de inventarios,presencial,13,286.39
325,curso,administración y legislación,gestión de la calidad,contraloría,presencial,8,55.006984126984094
326,curso,administración y legislación,gestión de la calidad,auditoría iso 9001: 2015,presencial,16,110.01396825396819
327,curso,administración y legislación,gestión de la calidad,auditoría iso 37001-2016-sistema antisoborno,presencial,40,275.03492063492047
328,curso,administración y legislación,gestión del talento humano,selección efectiva de personal,presencial,12,82.51047619047614
329,curso,administración y legislación,evaluación de proyectos,dirección de proyectos,presencial,16,110.01396825396819
330,curso,transporte y logística,logística integral,planificación de ruta y operaciones de transporte,presencial,8,528.72
331,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés adultos,presencial,120,429.6
332,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés adultos,presencial,120,429.6
333,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,presencial,16,528.8
